amount,payment_method,bank,gateway,bank_status,gateway_status,auth_status,capture_status,merchant_order_status,merchant_fulfillment_status,webhook_status,webhook_http_code,webhook_attempt_count,settlement_status,refund_status,bank_reversal_status,bank_latency_ms,gateway_latency_ms,transaction_age_seconds,time_of_day_hour,retry_count,amount_deviation_score,historical_merchant_failure_rate,is_amount_matched,is_duplicate_candidate,target_incident_class
4516.06,CREDIT_CARD,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,276,428,115065,0,2,0.6129,0.0213,1,1,DUPLICATE_PAYMENT
613.82,DEBIT_CARD,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,286,385,28446,8,0,0.4615,0.0333,1,0,NORMAL
558.49,UPI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,3123,3445,236329,16,0,-0.4923,0.0465,1,0,NORMAL
551.11,CREDIT_CARD,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,293,551,234911,5,0,-0.1521,0.0217,1,0,NORMAL
1226.5,DEBIT_CARD,INDUSIND,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,692,923,230284,19,0,0.115,0.0597,1,0,NORMAL
2745.5,DEBIT_CARD,INDUSIND,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,485,775,114920,21,0,0.445,0.0505,1,0,NORMAL
8953.84,UPI,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,3141,3450,67395,2,0,0.8654,0.0537,1,0,NORMAL
620.34,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,554,797,200487,7,0,-0.0456,0.0252,1,0,NORMAL
17823.86,UPI,ICICI,STRIPE,SUCCESS,TIMED_OUT,TIMEOUT,FAILED,CANCELLED,CANCELLED,NONE,0,1,ON_HOLD,NONE,NOT_INITIATED,1461,54988,127828,9,0,0.4259,0.074,1,0,BANK_DEBIT_GATEWAY_FAILURE
6842.86,CREDIT_CARD,HDFC,PAYU,SUCCESS,PENDING,AUTHORIZED,AUTO_REFUNDED,FAILED,DELIVERED,DROPPED,200,1,DISCREPANCY,MANUAL_INTERVENTION_REQUIRED,NOT_INITIATED,107318,12584,123994,13,0,2.6015,0.0534,1,0,UNRESOLVED
6770.47,UPI,ICICI,STRIPE,SUCCESS,PENDING,NONE,PENDING,PENDING_PAYMENT,CANCELLED,DELIVERED,500,1,DISCREPANCY,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,24232,30738,49959,0,3,1.418,0.0245,1,0,UNRESOLVED
2537.37,UPI,PNB,BILLDESK,DEBITED,PENDING,TIMEOUT,FAILED,FAILED,CANCELLED,FAILED,500,1,DISCREPANCY,FAILED,AWAITING_ACK,34547,122433,195002,10,0,-0.0938,0.0252,1,0,UNRESOLVED
2427.86,DEBIT_CARD,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,593,818,16016,9,4,-0.1329,0.0241,1,1,DUPLICATE_PAYMENT
1299.36,UPI,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,2689,3276,168817,13,0,-0.5359,0.0144,1,0,NORMAL
673.48,WALLET,HDFC,CASHFREE,REVERSED,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,PENDING,REJECTED_BY_BANK,312,398,109437,18,0,-0.3877,0.0506,1,0,REFUND_UNCERTAINTY
762.05,UPI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,245305,247780,253783,4,0,-0.3072,0.042,1,0,ORDER_PAYMENT_CONFLICT
295.98,UPI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,280,437,143813,0,0,-0.3229,0.0379,1,0,SETTLEMENT_MISMATCH
805.22,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,289023,291517,258854,3,0,-0.5762,0.0423,1,0,ORDER_PAYMENT_CONFLICT
2866.32,NET_BANKING,SBI,CASHFREE,PENDING,PENDING,FAILED,CAPTURED,PENDING_PAYMENT,CANCELLED,DELIVERED,504,1,ON_HOLD,NONE,NOT_INITIATED,67640,114382,139697,8,1,0.5086,0.0532,1,0,UNRESOLVED
873.4,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,FAILED,NOT_INITIATED,280,484,105220,0,0,-0.206,0.0515,1,0,REFUND_UNCERTAINTY
2395.93,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NONE,290670,291281,103765,5,0,-0.3154,0.0317,1,0,ORDER_PAYMENT_CONFLICT
2252.76,UPI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,518,643,172938,7,0,-0.1954,0.028,1,0,NORMAL
514.41,CREDIT_CARD,YES_BANK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,RETRYING,200,2,PENDING,NONE,NONE,92730,94074,60574,2,0,-0.2086,0.0217,1,0,DELAYED_CONFIRMATION
2792.37,UPI,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,0,2,ON_HOLD,NONE,NONE,373,554,135087,5,0,-0.7766,0.0718,1,0,MISSING_WEBHOOK
9138.07,UPI,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,282,473,65285,0,4,-0.269,0.0707,1,1,DUPLICATE_PAYMENT
491.0,DEBIT_CARD,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,638,786,150415,9,0,0.169,0.0477,1,0,NORMAL
627.19,EMI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,348,583,247085,13,0,-0.0351,0.0268,1,0,NORMAL
682.48,CREDIT_CARD,KOTAK,STRIPE,PENDING,SUCCESS,AUTHORIZED,PENDING,PENDING_PAYMENT,PROCESSING,DELIVERED,200,3,PENDING,NONE,NONE,90166,95399,11282,8,0,-0.3796,0.046,1,0,DELAYED_CONFIRMATION
377.95,CREDIT_CARD,SBI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,617,714,148874,4,0,-0.4185,0.0345,1,0,NORMAL
348.13,UPI,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,PENDING,NONE,NONE,546,642,9645,4,0,-0.2747,0.0454,1,0,NORMAL
3161.31,UPI,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,645,826,158724,17,0,0.2009,0.0252,1,0,SETTLEMENT_MISMATCH
311.79,CREDIT_CARD,SBI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,395,498,224166,20,2,-0.2576,0.0427,1,1,DUPLICATE_PAYMENT
342.31,UPI,KOTAK,BILLDESK,SUCCESS,PENDING,AUTHORIZED,CAPTURED,PAID,PROCESSING,RETRYING,200,1,PENDING,NONE,NONE,84179,88970,6170,20,0,-0.185,0.0452,1,0,DELAYED_CONFIRMATION
817.71,CREDIT_CARD,PNB,RAZORPAY,DEBITED,PENDING,TIMEOUT,AUTO_REFUNDED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NOT_INITIATED,563,93380,98465,12,0,0.1357,0.0209,1,0,BANK_DEBIT_GATEWAY_FAILURE
1413.73,UPI,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,PENDING,PAID,PROCESSING,DELIVERED,200,2,SETTLED,NONE,NONE,105114,106837,151979,21,0,0.2852,0.0421,1,0,DELAYED_CONFIRMATION
4700.23,UPI,YES_BANK,PAYU,SUCCESS,FAILED,FAILED,FAILED,CANCELLED,CANCELLED,FAILED,0,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,1217,69924,16712,2,0,-0.0208,0.0639,1,0,BANK_DEBIT_GATEWAY_FAILURE
3545.04,NET_BANKING,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,301,471,38531,17,0,0.0129,0.0494,1,0,NORMAL
323.13,UPI,PNB,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,603,812,178864,2,0,-0.5512,0.0288,1,0,NORMAL
13586.12,CREDIT_CARD,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,2,SETTLED,NONE,NONE,176,508,138121,23,0,3.8522,0.0191,1,0,NORMAL
1953.24,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,315,560,238978,15,0,-0.3024,0.0154,1,0,NORMAL
2213.62,DEBIT_CARD,INDUSIND,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,662,918,15478,12,1,-0.2094,0.0105,1,0,NORMAL
2988.54,UPI,AXIS,CASHFREE,REVERSED,SUCCESS,AUTHORIZED,PENDING,CANCELLED,CANCELLED,DELIVERED,404,1,ON_HOLD,MANUAL_INTERVENTION_REQUIRED,NOT_INITIATED,44464,28155,205636,8,2,-0.7609,0.0642,1,0,UNRESOLVED
2875.52,WALLET,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,TIMED_OUT,500,3,ON_HOLD,NONE,NONE,739,915,95521,12,0,0.027,0.0263,1,0,MISSING_WEBHOOK
5476.77,UPI,PNB,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,230,442,16666,17,0,0.5648,0.046,1,0,NORMAL
5283.19,WALLET,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,724,905,150914,20,0,0.1007,0.0525,1,0,NORMAL
683.76,UPI,SBI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,556,848,75521,18,0,-0.3784,0.0459,1,0,NORMAL
1090.62,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,209,488,24865,16,3,-0.0085,0.0567,1,1,DUPLICATE_PAYMENT
197.68,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,199,470,123318,2,0,-0.5882,0.0452,1,0,NORMAL
345.33,CREDIT_CARD,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,260186,261766,106753,22,0,-0.1778,0.0464,1,0,ORDER_PAYMENT_CONFLICT
583.32,UPI,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,FAILED,500,3,ON_HOLD,NONE,NONE,597,888,110754,7,0,-0.1898,0.0397,1,0,MISSING_WEBHOOK
3401.23,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,430,568,47919,23,1,-0.0282,0.0389,1,0,NORMAL
269.57,UPI,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,684,791,197803,10,2,-0.3582,0.0326,1,1,DUPLICATE_PAYMENT
455.01,WALLET,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,252,411,44928,7,0,-0.0521,0.0354,1,0,NORMAL
1491.57,DEBIT_CARD,SBI,RAZORPAY,SUCCESS,PENDING,TIMEOUT,NOT_REQUESTED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NOT_INITIATED,390,56716,226009,2,0,-0.4673,0.0216,1,0,BANK_DEBIT_GATEWAY_FAILURE
3429.57,CREDIT_CARD,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,SETTLED,NONE,NONE,76272,77744,122576,9,0,0.2248,0.0194,1,0,DELAYED_CONFIRMATION
1054.01,CREDIT_CARD,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,680,949,31581,6,0,0.4639,0.0301,1,0,NORMAL
7592.48,DEBIT_CARD,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,670,760,29472,22,0,-0.3926,0.0733,1,0,NORMAL
435.97,UPI,SBI,PAYU,PENDING,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,PROCESSING,SCHEDULED,200,3,SETTLED,NONE,NONE,66070,67800,233752,1,0,-0.0917,0.0357,1,0,DELAYED_CONFIRMATION
6828.13,CREDIT_CARD,YES_BANK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,664,773,94145,10,3,0.4225,0.0546,1,1,DUPLICATE_PAYMENT
1472.68,UPI,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,241,479,97862,14,0,-0.474,0.0114,1,0,NORMAL
1424.86,UPI,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,0,5,PENDING,NONE,NONE,486,772,244043,15,0,1.9685,0.049,1,0,MISSING_WEBHOOK
3832.17,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,506,779,100711,10,0,1.0169,0.0499,1,0,NORMAL
2390.36,EMI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,PENDING,AWAITING_ACK,345,533,243423,0,0,0.2581,0.0421,1,0,REFUND_UNCERTAINTY
321.96,DEBIT_CARD,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,450,718,211966,12,0,-0.2334,0.0477,1,0,NORMAL
7321.12,DEBIT_CARD,AXIS,RAZORPAY,PENDING,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,SETTLED,NONE,NONE,100004,105903,183577,19,0,1.0917,0.0475,1,0,DELAYED_CONFIRMATION
519.67,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,PENDING,NONE,NONE,730,884,71798,5,0,-0.2782,0.034,1,0,NORMAL
2761.84,CREDIT_CARD,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,213,418,149946,3,0,-0.0136,0.0188,1,0,NORMAL
1505.97,UPI,ICICI,RAZORPAY,SUCCESS,PENDING,TIMEOUT,FAILED,CANCELLED,CANCELLED,FAILED,500,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,1060,77388,211087,12,0,-0.2074,0.0447,1,0,BANK_DEBIT_GATEWAY_FAILURE
2558.63,UPI,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,239,449,154319,17,2,1.326,0.0441,1,1,DUPLICATE_PAYMENT
1250.57,DEBIT_CARD,PNB,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,690,953,104942,23,0,0.1369,0.0491,1,0,REFUND_UNCERTAINTY
916.95,CREDIT_CARD,PNB,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,0,5,PENDING,NONE,NONE,341,636,35695,9,0,-0.1664,0.0457,1,0,MISSING_WEBHOOK
1382.65,NET_BANKING,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,638,767,112559,23,0,0.257,0.0412,1,0,NORMAL
1075.17,CREDIT_CARD,HDFC,RAZORPAY,REVERSED,PENDING,NONE,CAPTURED,PENDING_PAYMENT,UNFULFILLED,FAILED,504,1,DISCREPANCY,PENDING,AWAITING_ACK,117603,113397,162144,22,3,-0.4341,0.0507,1,0,UNRESOLVED
1023.38,UPI,SBI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,246,504,65051,21,1,0.5744,0.0264,1,1,DUPLICATE_PAYMENT
472.51,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,514,784,34869,14,0,-0.3437,0.0363,1,0,NORMAL
21943.65,CREDIT_CARD,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,PENDING,NONE,NONE,39360,40787,58770,2,0,0.7555,0.0747,1,0,DELAYED_CONFIRMATION
9271.56,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,REJECTED_BY_BANK,318,428,228054,6,0,-0.2583,0.0771,1,0,REFUND_UNCERTAINTY
576.04,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,FAILED,504,4,PENDING,NONE,NONE,247,495,37035,2,0,0.3715,0.0343,1,0,MISSING_WEBHOOK
2798.71,EMI,HDFC,STRIPE,SUCCESS,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,NONE,500,1,ON_HOLD,INITIATED,NOT_INITIATED,759,56776,35569,15,0,-0.2004,0.0447,1,0,BANK_DEBIT_GATEWAY_FAILURE
1492.23,CREDIT_CARD,SBI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,456,655,190780,1,0,0.3566,0.0564,1,0,NORMAL
266.72,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,DELIVERED,200,1,SETTLED,NONE,NONE,54576,57133,182348,1,0,-0.365,0.0427,1,0,DELAYED_CONFIRMATION
3391.66,DEBIT_CARD,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,204,296,244546,7,0,-0.031,0.0334,1,0,NORMAL
358.24,UPI,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,378,495,149751,18,0,-0.181,0.0386,1,0,SETTLEMENT_MISMATCH
762.76,UPI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,DELIVERED,200,2,SETTLED,NONE,NONE,89974,95111,241367,8,0,0.5891,0.0361,1,0,DELAYED_CONFIRMATION
504.84,DEBIT_CARD,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,284338,284862,148175,19,0,0.0517,0.0336,1,0,ORDER_PAYMENT_CONFLICT
2031.48,CREDIT_CARD,SBI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,575,871,61607,17,4,-0.2745,0.0238,1,1,DUPLICATE_PAYMENT
1619.54,UPI,PNB,PAYU,SUCCESS,TIMED_OUT,NONE,AUTO_REFUNDED,CANCELLED,CANCELLED,NONE,500,1,ON_HOLD,NONE,NOT_INITIATED,405,89650,117103,8,0,1.2494,0.0216,1,0,BANK_DEBIT_GATEWAY_FAILURE
286.2,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,352,630,243857,0,0,-0.5597,0.0231,1,0,NORMAL
5269.32,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,1383,1800,182682,23,0,0.8819,0.0204,1,0,NORMAL
1302.55,CREDIT_CARD,AXIS,CASHFREE,PENDING,PENDING,TIMEOUT,CAPTURED,FAILED,UNFULFILLED,DELIVERED,504,1,DISCREPANCY,FAILED,REJECTED_BY_BANK,46559,61066,13175,15,0,-0.3144,0.058,1,0,UNRESOLVED
12360.47,DEBIT_CARD,PNB,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,561,792,205615,15,1,-0.0112,0.0603,1,0,NORMAL
4966.92,DEBIT_CARD,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,2330,2902,51137,6,0,0.7739,0.018,1,0,NORMAL
756.17,UPI,KOTAK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,242,396,11121,5,0,-0.602,0.0592,1,0,NORMAL
1894.19,UPI,PNB,RAZORPAY,PENDING,SUCCESS,FAILED,FAILED,FAILED,DELIVERED,FAILED,200,1,DISCREPANCY,PENDING,AWAITING_ACK,19651,87413,87584,1,1,-0.0031,0.0444,1,0,UNRESOLVED
410.72,DEBIT_CARD,INDUSIND,BILLDESK,SUCCESS,TIMED_OUT,FAILED,FAILED,EXPIRED,CANCELLED,FAILED,500,1,ON_HOLD,NONE,NOT_INITIATED,1482,46796,241750,10,0,-0.1443,0.0484,1,0,BANK_DEBIT_GATEWAY_FAILURE
14213.61,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,4315,5093,175320,11,0,1.9612,0.0606,1,0,NORMAL
10127.39,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,255,457,152494,21,1,1.8935,0.0439,1,0,NORMAL
349.01,CREDIT_CARD,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,562,754,170391,21,0,-0.6827,0.0551,1,0,NORMAL
1635.96,CREDIT_CARD,KOTAK,BILLDESK,PENDING,SUCCESS,FAILED,PENDING,PAID,CANCELLED,DROPPED,504,1,ON_HOLD,NONE,REJECTED_BY_BANK,84462,122556,192593,20,2,-0.139,0.0445,1,0,UNRESOLVED
3465.68,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,444,720,47164,14,0,-0.0098,0.0416,1,0,NORMAL
505.02,WALLET,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,FAILED,404,5,ON_HOLD,NONE,NONE,711,848,12532,19,0,-0.8196,0.0285,1,0,MISSING_WEBHOOK
1239.83,DEBIT_CARD,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,FAILED,AWAITING_ACK,435,671,158770,20,0,-0.3475,0.0434,1,0,REFUND_UNCERTAINTY
2045.62,UPI,INDUSIND,PAYU,SUCCESS,PENDING,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,SETTLED,NONE,NONE,83068,87042,194843,5,0,0.0766,0.0479,1,0,DELAYED_CONFIRMATION
1405.69,NET_BANKING,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,746,968,74509,15,0,2.3469,0.0309,1,0,NORMAL
6859.49,NET_BANKING,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,240,343,50269,21,0,0.4291,0.0504,1,0,NORMAL
